País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;15,66           ;23,93                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;7,23            ;42,6                     ;                                     ;                               ;0,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;111,61          ;42,81                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;84,86           ;52,38                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,04
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;78,57           ;64,68                    ;191,25                               ;1,01                           ;1,24
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;2,98            ;25,54                    ;                                     ;                               ;0,02
Colombia;En Tránsito      ;Retenido             ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;150,3           ;70,05                    ;                                     ;                               ;0,15
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;24/02/2022   ;311,42          ;16,02                    ;8412,53                              ;0,2                            ;6,27
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;37,73           ;35,44                    ;                                     ;                               ;0,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;1485,35         ;159,82                   ;                                     ;                               ;1,14
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;131,28          ;74,72                    ;112,54                               ;1,01                           ;1,23
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;3,14            ;41,72                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;4,01            ;43,91                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;62,91           ;28,86                    ;                                     ;                               ;0,06
